account,postdate,tweet,link,topic_tag,comments,retweets,likes,shares,replysource,platform,views
nin_hychan,2025-11-22 04:23:16+00:00,Iya bisa sembuh koq sekitar 3-7 Hari gtu biasanya.  Tapi rata-rata begitu pasti ngalamin anak. Dan efek samping tiap vaksin beda-beda tergantung jenis virusnya apa.,https://x.com/nin_hychan/status/1992086452826779930,,0,0,0,,,x,36.0
teehpoocii,2025-11-21 09:29:02+00:00,Wajib imunisasi lengkap dan tepat waktu. Efek samping demam itu wajar ada reaksi vaksin ditubuh,https://x.com/teehpoocii/status/1991801016275308564,,0,0,0,,,x,224.0
daripadasaya,2025-11-21 09:22:16+00:00,"gpp anaknya gk vaksin , tp tolong anaknya diisolasikan dr anak lain krn anak ibu lebih rentan terkena penyakit dan bisa jd menularkan penyakit ke anak lain yg divaksin . divaksin itu bukan gk bisa sakit ya cm meringankan efek samping dr penyakitnya",https://x.com/daripadasaya/status/1991799313111167118,,3,5,67,,,x,9.0
Adv_ERAT,2025-11-19 02:16:47+00:00,"Mereka yang divaksinasi akan mati karena kanker turbo dan penyakit terkait VAIDS turbo, serta daftar panjang penyakit mengerikan yang dikenal sebagai efek samping vaksin COVID.  CC: Presiden R.I. Bapak @prabowo @dharmapongrekun @pongrekundharma @dpbicarafakta @Dharma_bicara",https://x.com/Adv_ERAT/status/1990967459659346355,,0,0,0,,,x,81.0
thrisyaxfa,2025-11-17 10:26:12+00:00,Emg yaa drama efek samping stlh vaksin anak ini belajar makin menguatkan mental ibunya,https://x.com/thrisyaxfa/status/1990365848838738277,,0,0,0,,,x,56.0
nurfajar_banser,2025-11-12 03:42:19+00:00,Efek samping vaksin covid menyebabkan gangguan pada jantung,https://x.com/nurfajar_banser/status/1988452270879715340,,0,0,0,,,x,1.0
bungajamba40673,2025-11-04 18:25:48+00:00,"udah dari dlu dan ngakak nya orang2 masih ga percaya. lebih bagus ga percaya sih biar banyak yg mati. kayak jaman covid, ga percaya efek samping vaksin akhirnya bgtu banyak yg mati baru ngaku kalau punya efek pembekuan darah  skrg ga percaya chemtrail bagus",https://x.com/bungajamba40673/status/1985775501357826079,,0,0,0,,,x,84.0
tortillatte,2025-12-18 13:34:45+00:00,"Di barat lagi gencer-gencernya yg kontra dan berita ttg efek samping vaksin, imunisasi, dsb. Di sini kok sepi ya. Sempet nyampe juga berita ttg varian vaksin covid tp langsung gak rame aja.",https://x.com/tortillatte/status/2001647323856932903,,0,0,0,,,x,44.0
rsislambontang,2025-01-30 01:34:22+00:00,Layanan Imunisasi/ Vaksinasi Anak Poli KIA RS Islam Bontang  Melayani Vaksinasi :  Bacillus Calmette-Guerin (BCG) Polio Oral (OPV) DPT-HB-Hib Polio Injeksi (IPV) Pneumococcal Conjugate Vaccine (PCV) Rotavirus Measles/ Campak Rubella (MR),https://x.com/rsislambontang/status/1884777142644531573,,0,0,0,,,x,101.0
XHIndonesia,2025-01-28 07:18:41+00:00,"Afghanistan memulai kampanye vaksinasi pertamanya pada 2025, menargetkan lebih dari 6 juta anak di bawah usia lima tahun (balita) untuk melindungi mereka dari virus polio, seperti dilaporkan Kementerian Kesehatan Masyarakat Afghanistan. Selengkapnya https://facebook.com/watch/?v=1337817177132594…",https://x.com/XHIndonesia/status/1884139016595071466,,0,0,0,,,x,54.0
inikamindonesia,2025-01-27 15:16:50+00:00,"Aplikasi kesehatan masyarakat SATUSEHAT Mobile menawarkan berbagai fitur unggulan seperti akses sertifikat imunisasi anak, vaksinasi non-COVID-19, pencatatan informasi kesehatan pribadi, hingga resume rekam medis.  https://nawabineka.com/satusehat-mobile-sulit-diakses-begini-solusinya/…",https://x.com/inikamindonesia/status/1883896957363761242,,0,0,0,,,x,88.0
dreamslanguage_,2025-01-26 23:48:12+00:00,Manfaat Kesihatan Anak-anak di Jepun layak menerima pemeriksaan kesihatan percuma dan vaksinasi. Kerajaan juga menyediakan insurans kesihatan nasional yang meliputi sebahagian besar kos perubatan untuk kanak-kanak,https://x.com/dreamslanguage_/status/1883663257858417111,,0,0,0,,,x,27.0
rmol_id,2025-01-25 01:45:09+00:00,"Trump Hentikan Bantuan untuk Ukraina, Proyek Sekolah dan Vaksinasi Anak Dibekukan",https://x.com/rmol_id/status/1882967914409873703,,0,0,0,,,x,432.0
nanang1984,2025-01-22 05:10:13+00:00,Kota Kediri Targetkan Vaksinasi HPV untuk 3.114 Anak Perempuan https://beritajatim.com/kota-kediri-targetkan-vaksinasi-hpv-untuk-3-114-anak-perempuan…,https://x.com/nanang1984/status/1881932357495824495,,0,0,0,,,x,16.0
blitaristekno,2025-01-21 04:47:40+00:00,Regent of Kediri City Reviews Expansion of HPV Vaccination for Girls Aged 15 Years  https://detiktimes.com/2025/01/21/pj-wali-kota-kediri-tinjau-perluasan-vaksinasi-hpv-untuk-anak-perempuan-usia-15-tahun/… via @detiktimescom  https://detiktimes.com/2025/01/21/pj-wali-kota-kediri-tinjau-perluasan-vaksinasi-hpv-untuk-anak-perempuan-usia-15-tahun/…,https://x.com/blitaristekno/status/1881564297295507747,,0,0,0,,,x,13.0
kompasmuda,2025-01-21 04:04:46+00:00,"Siapa tak mengetahui cacar air? Sebagian besar orang pasti tahu jenis penyakit ini dan pernah mengalaminya, terutama saat masih anak-anak. #GayaHidup #AdadiKompas",https://x.com/kompasmuda/status/1881553499399279049,,0,0,0,,,x,91.0
bedugtengahawan,2025-01-19 00:27:41+00:00,"Hormat Jendral @prabowo President NKRI Mohon tinjau kembali jadwal vaksinasi HPV anak anak, bahaya vaksinasi HPV lebih bahaya daripada HPV itu sendiri. @DokterRasuna @dokter_kampung @DokterTifa @susilorinidr97 @susipudjiastuti @AzzamIzzulhaq @BangEdiii @Boediantar4",https://x.com/bedugtengahawan/status/1880774093278237175,,0,0,0,,,x,50.0
bedugtengahawan,2025-01-19 00:23:44+00:00,"Hormat Jendral @prabowo President NKRI Mohon pertimbangkan kembali jadwal vaksinasi anak anak, sebab bahaya ada didalam vaksinasi. @DokterRasuna @dokter_kampung @DokterTifa @susilorinidr97 @susipudjiastuti @AzzamIzzulhaq @BangEdiii @Boediantar4",https://x.com/bedugtengahawan/status/1880773097344946557,,0,0,0,,,x,31.0
dian_arifiya,2025-01-17 18:58:16+00:00,"Benar sekali! Donasi sangat berperan penting dalam mendukung misi UNICEF. Setiap kontribusi membantu UNICEF menyediakan kebutuhan dasar bagi anak-anak, seperti makanan, air bersih, vaksinasi, dan pendidikan. Donasi juga memungkinkan UNICEF untuk memberikan bantuan darurat saat",https://x.com/dian_arifiya/status/1880328805698671021,,0,0,0,,,x,66.0
dian_arifiya,2025-01-17 18:54:30+00:00,"Benar banget! UNICEF memiliki peran yang sangat penting untuk dunia, terutama dalam melindungi dan memperjuangkan hak-hak anak-anak. Mereka bekerja di lebih dari 190 negara, memberikan bantuan kemanusiaan, akses pendidikan, vaksinasi, dan perlindungan bagi anak-anak yang",https://x.com/dian_arifiya/status/1880327858691989880,,0,0,0,,,x,14.0
tb_siswadi,2025-01-17 09:41:45+00:00,"Pencegahan Tetanus:  1. Vaksinasi Rutin: Vaksin tetanus biasanya diberikan dalam imunisasi DTP pada anak-anak dan booster setiap 10 tahun.  2. Perawatan Luka yang Baik: Selalu bersihkan luka, sekecil apa pun, untuk mencegah infeksi.  3. Hindari Luka yang Tidak Perlu: Gunakan",https://x.com/tb_siswadi/status/1880188753165324656,,0,0,0,,,x,264.0
dian_arifiya,2025-01-17 06:22:02+00:00,"Peran UNICEF dalam Memberantas Polio: Sebuah Kisah Sukses  UNICEF telah menjadi salah satu aktor utama dalam memberantas polio melalui program vaksinasi massal. Bersama mitra global seperti WHO, UNICEF berhasil memberikan vaksin polio kepada jutaan anak setiap tahunnya, bahkan di",https://x.com/dian_arifiya/status/1880138492300390657,,0,0,0,,,x,1.0
mtsn7malang,2025-01-17 03:44:01+00:00,"Terima kasih kepada tenaga medis yang profesional dan ramah dalam mendampingi siswa selama proses vaksinasi. Edukasi dan tindakan pencegahan seperti ini adalah bentuk kepedulian terhadap masa depan anak bangsa. Bersama, kita wujudkan generasi sehat, cerdas, dan berdaya saing!",https://x.com/mtsn7malang/status/1880098725978370182,,0,0,0,,,x,13.0
simnembakaja,2025-02-26 12:20:32+00:00,"masih inget pas ada vaksinasi masal disekolah, dia peluk anak-anak yang takut jarum suntik",https://x.com/simnembakaja/status/1894724225111626183,,0,0,0,,,x,26.0
XHIndonesia,2025-02-26 05:29:58+00:00,"Potret Timur Tengah: Dalam 2 hari, vaksinasi polio di Gaza jangkau 454.000 lebih anak http://tiny.cc/k0cb001",https://x.com/XHIndonesia/status/1894620901918085174,,0,0,0,,,x,21.0
antaranews,2025-02-26 02:36:53+00:00,UNRWA pada Senin (24/2) mengatakan bahwa pihaknya telah memberikan vaksin pencegahan virus polio kepada lebih dari 454.000 anak di Jalur Gaza dalam dua hari terakhir. https://m.antaranews.com/berita/4674169/dalam-2-hari-vaksinasi-polio-di-gaza-jangkau-454000-anak?utm_source=antaranews&utm_medium=mobile&utm_campaign=latest_category…,https://x.com/antaranews/status/1894577346633765048,,0,0,0,,,x,308.0
MiraninonLita,2025-02-25 12:51:28+00:00,12 SEPTEMBER 2017 !!!   ... HAMPIR 650 ANAK PEREMPUAN MEMERLUKAN PENANGANAN MEDIS/INTERVENSI MEDIS SETELAH VAKSINASI HPV !!! ....  1.099 LAPORAN REAKSI KIPI VAKSIN   HPV !!!  /   Almost 650 girls needed medical intervention after HPV vaccine.,https://x.com/MiraninonLita/status/1894369622327271705,,0,0,0,,,x,515.0
uwunot4u,2025-02-24 04:43:26+00:00,"Pencegahan utama adalah vaksinasi! Vaksin Hepatitis A sangat efektif dan direkomendasikan untuk anak-anak, pelancong ke daerah berisiko, serta pekerja di industri makanan.",https://x.com/uwunot4u/status/1893884417568833996,,0,0,0,,,x,1.0
Gege_XiaYizhou,2025-02-23 12:07:05+00:00,Halo kak untuk anak klw vaksinasi lengkap insyaallah terlindungi untuk Hepatitis B yg menular lewat darah dan cairan tubuh ya kak   Dpt vaksin Hb 0 saat bayi dan posyandu yaitu vaksin pentabio atau DPT-Hb-Hib yg disuntik di paha (biasanya bikin demam).,https://x.com/Gege_XiaYizhou/status/1893633678036566057,,0,1,29,,,x,7.0
NasionalBerita_,2025-02-23 07:40:00+00:00,"Polio Vaccination in Gaza, WHO: Gaza Children Must Receive Optimal Protection  #who #minggu #vaksinasi #vaksinpolio #polio #gaza #palestine #imunisasi #beritanasional  https://beritanasional.com/detail/95819/vaksinasi-polio-di-gaza-who-anak-anak-gaza-harus-dapatkan-perlindungan-optimal…",https://x.com/NasionalBerita_/status/1893566463732260973,,0,0,0,,,x,11.0
webelshinta,2025-02-23 07:04:11+00:00,Gaza luncurkan kampanye vaksinasi polio menargetkan 600 ribu anak https://elshinta.com/news/364097/2025/02/23/gaza-luncurkan-kampanye-vaksinasi-polio-menargetkan-600-ribu-anak…,https://x.com/webelshinta/status/1893557449942282748,,0,0,0,,,x,16.0
anniculll,2025-02-23 05:27:02+00:00,"di sini jg dijelasin praktik2nya.. mungkin kita bisa bilang “golden age” pada anak kali ya.. termasuk pemeriksaan kesehatan sblm menikah, stlh dan saat hamil, ASI, vaksinasi, gizi, aktivitas fisik.   trs ada stimulasi dan cara sosialisasi *gambar dr sumber yg berbeda*",https://x.com/anniculll/status/1893533003768316209,,0,0,0,,,x,237.0
e100ss,2025-02-23 03:05:01+00:00,"Gaza Luncurkan Kampanye Vaksinasi Polio, Targetkan 600 Ribu Anak https://suarasurabaya.net/kelanakota/2025/gaza-luncurkan-kampanye-vaksinasi-polio-targetkan-600-ribu-anak/…",https://x.com/e100ss/status/1893497261751181605,,0,0,0,,,x,1.0
themomlearner,2025-02-21 08:46:08+00:00,"Contoh karakteristik silky mom ini..  - cenderung lebih suka melahirkan di rumah sakit, lebih terbuka terhadap pemberian susu formula, terbuka dengan vaksinasi terjadwal (ngikutin kata dokter) - fleksibel, nggak terlalu peduli dengan waktu bermain gawai untuk anak-anak mereka dan",https://x.com/themomlearner/status/1892858330588312040,,0,0,0,,,x,835.0
rspondokindah,2025-02-20 11:11:59+00:00,"Baik dewasa maupun anak-anak, vaksinasi HPV itu sama pentingnya, lho.  Tujuannya untuk perlindungan dari paparan HPV (Human Papillomavirus) yang menyebabkan kutil kelamin, kanker serviks pada wanita & kanker penis pada pria.  Cek gambar berikut untuk penjelasan lengkapnya!",https://x.com/rspondokindah/status/1892532646133018815,,0,0,0,,,x,6.0
aula_media,2025-02-20 06:31:24+00:00,WHO dan UNICEF Gelar Vaksinasi Massal di Gaza  20 Februari 2025   https://aulanews.id/who-dan-unicef-gelar-vaksinasi-massal-di-gaza-lindungi-591-000-anak-dari-ancaman-polio/…,https://x.com/aula_media/status/1892462036149555689,,0,0,0,,,x,7.0
aula_media,2025-02-20 06:27:32+00:00,WHO dan UNICEF Gelar Vaksinasi Massal di Gaza: Lindungi 591.000 Anak dari Ancaman Polio  20 Februari 2025   https://aulanews.id/who-dan-unicef-gelar-vaksinasi-massal-di-gaza-lindungi-591-000-anak-dari-ancaman-polio/…,https://x.com/aula_media/status/1892461063402377638,,0,0,0,,,x,7.0
TvPertiwi,2025-02-20 04:31:06+00:00,"Pertubuhan Kesihatan Sedunia (WHO) akan meneruskan vaksinasi polio di Gaza dengan menyasarkan lebih 590,000 kanak-kanak di wilayah itu.     Berita penuh: https://tvpertiwi.com/2025/02/20/who-sambung-vaksin-polio-sasar-590000-anak-gaza/…  #Gaza #WHO #polio #Israel #kanakkanak #vaksin",https://x.com/TvPertiwi/status/1892431762556588115,,0,0,0,,,x,24.0
rsislambontang,2025-02-20 02:31:09+00:00,Layanan Imunisasi/ Vaksinasi Anak Poli KIA RS Islam Bontang  Melayani Vaksinasi :  Polio Oral (OPV) DPT-HB-Hib Polio Injeksi (IPV) Pneumococcal Conjugate Vaccine (PCV) Rotavirus,https://x.com/rsislambontang/status/1892401575584550935,,0,0,0,,,x,42.0
MiraninonLita,2025-02-19 01:26:18+00:00,"RFK Jr : ""GARDASIL, mungkin merupakan VAKSIN MASSAL TERBURUK yg pernah kita lihat. Vaksin ini menargetkan jutaan anak praremaja dan remaja yg risiko kematian akibat kanker serviksnya NOL.""  Namun, vaksin ini masuk dalam jadwal vaksinasi utk perempuan muda",https://x.com/MiraninonLita/status/1892022868168368625,,0,0,0,,,x,93.0
daddyyuki,2025-03-29 07:37:30+00:00,Di Jepang mulai bermunculan iklan Asuransi Kangker untuk anak².  What jaman dulu tidak ada anak kecil menderita kangker...tapi setelah Vaksinasi di gencarkan jumlah penderita kangker bertambah banyak. bahkan anak usia 2 tahun kena kangker darah  https://youtu.be/q4kEI-U8L1Y?si=iU8U7Kh0m1qG5Cps…,https://x.com/daddyyuki/status/1905887021715120460,,0,0,0,,,x,366.0
buseronline2022,2025-03-27 10:39:20+00:00,"103.962 Anak di Sumut Belum Imunisasi, Pemprov dan UNICEF Percepat Cakupan Vaksinasi https://buseronline.com/2025/03/27/103-962-anak-di-sumut-belum-imunisasi-pemprov-dan-unicef-percepat-cakupan-vaksinasi/… lewat @Buser Online",https://x.com/buseronline2022/status/1905208005387510248,,0,0,0,,,x,5.0
Alonesiacom,2025-03-26 04:20:04+00:00,"Sejarah Baru, Anak Yaman Pertama Terima Sertifikat Vaksinasi Digital di China",https://x.com/Alonesiacom/status/1904750171944346097,,0,0,0,,,x,6.0
Kilas_berita_,2025-03-24 02:32:32+00:00,Bill Gates Peringatkan Trump untuk Tak Pangkas Anggaran Vaksinasi Anak Hingga Penyakit Menular https://konfrontasi.com/2025/03/bill-gates-peringatkan-trump-untuk-tak.html…,https://x.com/Kilas_berita_/status/1903998334991560890,,0,0,0,,,x,13.0
zchoolsm,2025-03-21 02:27:43+00:00,"2. Kesiapan Finansial  - Dana Persalinan & Medis: Pastikan ada tabungan atau asuransi yang mencakup biaya kehamilan dan persalinan. - Anggaran untuk Anak: Hitung biaya kebutuhan anak seperti popok, susu, pakaian, vaksinasi, dan pendidikan awal.",https://x.com/zchoolsm/status/1902909962055193053,,0,0,0,,,x,57.0
detikHealth,2025-03-20 07:00:00+00:00,Burundi tercatat sebagai negara ke-18 yang memasukkan vaksin malaria ke dalam program imunisasi anak nasional. Dalam tahap pertama vaksinasi malaria ini menyasar 25 distrik dengan target memvaksinasi 250 ribu anak di tahun 2025.,https://x.com/detikHealth/status/1902616093866312015,,0,0,0,,,x,344.0
dimarsasongko98,2025-03-19 07:12:20+00:00,"Mendikdasmen Pak Mu'ti minta TKA ""tidak usah wajib"" dengan alasan ""nanti stres, nanti protes."" Hmm, bayangkan Menteri Kesehatan bilang ""vaksinasi tidak wajib, yang siap aja yang ikut."" Logika aneh: pendidikan nasional dikalahkan rasa takut bikin anak ""stress"". Padahal TKA ini",https://x.com/dimarsasongko98/status/1902256811950141932,,0,0,0,,,x,281.0
Adv_ERAT,2025-03-12 13:54:37+00:00,Vaksinasi dan Gangguan Perkembangan Saraf: Sebuah Studi terhadap Anak-anak Usia Sembilan Tahun yang Terdaftar di Medicaid  CC: Presiden R.I. Bapak @prabowo @pongrekundharma @Dharma_bicara @dharmapongrekun @dpbicarafakta   https://publichealthpolicyjournal.com/vaccination-and-neurodevelopmental-disorders-a-study-of-nine-year-old-children-enrolled-in-medicaid/…,https://x.com/Adv_ERAT/status/1899821332486885653,,0,0,0,,,x,12.0
AkbarM777,2025-03-10 14:14:46+00:00,"Pemaksaan vaksinasi pada warga, biar warga jadi budak elite global .. gaya malaikat TDK tau antek elite globalis Ars Demon Anak buah Pepo Beye .. Jin Roro Kidul ( Pantai Selatan )",https://x.com/AkbarM777/status/1899101628302799305,,0,0,0,,,x,13.0
nusabalicom,2025-03-08 04:11:24+00:00,"Sebanyak 500 anak di Desa Adat Bitera, Kelurahan Bitera, Kecamatan/Kabupaten Gianyar menjadi target sasaran program vaksinasi Demam Berdarah Dengue (DBD).",https://x.com/nusabalicom/status/1898225009132462504,,0,0,0,,,x,62.0
dr_ardi,2025-03-07 04:47:24+00:00,"Vaksinasi Tambahan Untuk Yang Sering Berpergian/ Sering Batuk Pilek, ANAK DAN DEWASA:  1. Vaksin INFLUENZA  2. Vaksin Pneumokukus / PCV",https://x.com/dr_ardi/status/1897871681223631018,,0,0,0,,,x,464.0
Adv_ERAT,2025-03-06 15:19:37+00:00,Pengadilan Beri Lampu Hijau untuk Memaksa Vaksinasi Anak Tanpa Izin Orang Tua    B I A D AB,https://x.com/Adv_ERAT/status/1897668395904205064,,0,0,0,,,x,3.0
MissChocolattes,2025-04-29 13:44:38+00:00,"ㅤ ㅤ ㅤ""Satu-satunya? Benar proses vaksinasi sudah selesai nak, boleh langsung kembali ke asrama dan beristirahat."" Menanggapi pertanyaan yang diberikan Shouta sembari memberikan anak laki-laki itu satu bungkus snack.  ㅤ",https://x.com/MissChocolattes/status/1917213437773664545,,0,0,0,,,x,33.0
itsurbaobei,2025-04-26 14:54:17+00:00,abis liat tiktok dan isi commentnya yg ngotot gamau imunisasi anak.. anak lu sehat sampe detik ini itu berkat kekebalan tubuh anak sekitar yg udah vaksinasi anjerrrr ihhh kalo gue kmrn jadi ahli promkes kayanya tiap hari darah tinggi ketemu masyarakat batu kaya begini hhhhhh,https://x.com/itsurbaobei/status/1916143803498652066,,0,0,0,,,x,32.0
Harian_Jogja,2025-04-26 13:55:50+00:00,Pemerintah Upayakan Anak-Anak dapat Vaksinasi Lengkap https://news.harianjogja.com/read/2025/04/26/500/1211576/pemerintah-upayakan-anak-anak-dapat-vaksinasi-lengkap…,https://x.com/Harian_Jogja/status/1916129095257125318,,0,0,0,,,x,155.0
LtdAkbar,2025-04-26 04:48:44+00:00,"Biasanya alasannya: demam itu reaksi normal stlh divaksin. Demam yg tinggi dpt menyebabkan kejang pd anak. Nanti sembuh sendiri.  Krn itu, biasanya vaksinasi berlanjut tanpa ada kekhawatiran lainnya spt imunodefisiensi dll. Ketika meninggal, sulit jg menuntut utk akibat vaksin",https://x.com/LtdAkbar/status/1915991411176182270,,0,0,0,,,x,314.0
PemkotaBogor,2025-04-26 01:51:17+00:00,Dedie Rachim Dukung Vaksinasi Anak di Momen HJB ke-543  https://is.gd/MKMTZi  #pemkotbogor,https://x.com/PemkotaBogor/status/1915946755021324773,,0,0,0,,,x,120.0
MediaVoi,2025-04-25 09:31:01+00:00,"Tekan Kasus DBD di Minahasa Utara, Pemerintah Berikan Vaksinasi Dengue untuk Anak-Anak https://ift.tt/j6QsBoO",https://x.com/MediaVoi/status/1915700060337119649,,0,0,0,,,x,8.0
rsislambontang,2025-04-25 00:42:12+00:00,Pentingnya Vaksin pada Anak: Melindungi Generasi Masa Depan  Vaksinasi adalah salah satu langkah terpenting yang dapat kita ambil untuk melindungi anak-anak dari berbagai penyakit serius.,https://x.com/rsislambontang/status/1915566979844546992,,0,0,0,,,x,9.0
sdenta,2025-04-24 04:47:32+00:00,"Ortu bener2 ga mau anaknya divaksin? Ga usah emosi, stecu aja kita, sama jaga jarak jika perlu.   Ortu ragu sama vaksinasi anak? nah ini yang kita rangkul, berikan penjelasan pake cara yang baik dengan nada penuh welas asih. https://x.com/kegblgnunfaedh/kegblgnunfaedh/status/1914945671804985626…",https://x.com/sdenta/status/1915266332926632181,,51,148,530,,,x,55.0
