account,postdate,tweet,link,replysource,platform,has_parent_context,context_text,sentiment_label,sentiment_score,week
fazisheree,2026-03-05 09:36:15+00:00,"sy bukan antivax ya. kedua anak sy full vaksin. tapi di anak kedua, KIPInya cenderung berat. sy bukan antivax ya. kedua anak sy full vaksin. tapi di anak kedua, KIPInya cenderung berat. anak kedua saat vaksin dalam keadaan sehat. anak kedua saat vaksin dalam keadaan sehat. - H+2 vaksin DPT 1.. gamau nyusu sampai dehidrasi berat. sy periksa di poli anak, sm dsa nya langsung dibawa ke igd biar bisa diinfus. - H+2 vaksin DPT 1.. gamau nyusu sampai dehidrasi berat. sy periksa di poli anak, sm dsa nya langsung dibawa ke igd biar bisa diinfus. - H+2 pasca PCV 1, demam sesak  ternyata kena bronkopneumonia. dgn kondisi tdk ada orang yg merokok, tidak di bawa ke luar rumah sehabis vaksin, tdk ada yg bakar2. - H+2 pasca PCV 1, demam sesak  ternyata kena bronkopneumonia. dgn kondisi tdk ada orang yg merokok, tidak di bawa ke luar rumah sehabis vaksin, tdk ada yg bakar2. total 5 kali ranap karna BP dan 1 kali karna dehidras berat  Translate total 5 kali ranap karna BP dan 1 kali karna dehidras berat",https://www.threads.com/@fazisheree/post/DVf3mRVCV8j,https://www.threads.com/@annantsyaa/post/DVfH13wj9hW,threads,True,"Hebat ibu2 yg vaksin anak nya lengkap Niat gue juga anak pertama harus full vaksin eh takdir kena KIPI setelah vaksin sampe meninggal, Trauma ga? Jangan di tanya 😅 8tahun berlalu masih trauma gemeteran kepala kaku kalo anak sakit Hebat ibu2 yg vaksin anak nya lengkap Niat gue juga anak pertama harus full vaksin eh takdir kena KIPI setelah vaksin sampe meninggal, Trauma ga? Jangan di tanya 😅 8tahun berlalu masih trauma gemeteran kepala kaku kalo anak sakit — Balasan: sy bukan antivax ya. kedua anak sy full vaksin. tapi di anak kedua, KIPInya cenderung berat. sy bukan antivax ya. kedua anak sy full vaksin. tapi di anak kedua, KIPInya cenderung berat. anak kedua saat vaksin dalam keadaan sehat. anak kedua saat vaksin dalam keadaan sehat. - H+2 vaksin DPT 1.. gamau nyusu sampai dehidrasi berat. sy periksa di poli anak, sm dsa nya langsung dibawa ke igd biar bisa diinfus. - H+2 vaksin DPT 1.. gamau nyusu sampai dehidrasi berat. sy periksa di poli anak, sm dsa nya langsung dibawa ke igd biar bisa diinfus. - H+2 pasca PCV 1, demam sesak  ternyata kena bronkopneumonia. dgn kondisi tdk ada orang yg merokok, tidak di bawa ke luar rumah sehabis vaksin, tdk ada yg bakar2. - H+2 pasca PCV 1, demam sesak  ternyata kena bronkopneumonia. dgn kondisi tdk ada orang yg merokok, tidak di bawa ke luar rumah sehabis vaksin, tdk ada yg bakar2. total 5 kali ranap karna BP dan 1 kali karna dehidras berat  Translate total 5 kali ranap karna BP dan 1 kali karna dehidras berat",negative,0.9087085723876953,2026-03-02
farisahamanda.me,2026-03-05 10:59:14+00:00,"Ya Allah kak, turut berduka yaa 😭 serem bgt sih emang kalau habis anak vaksin tuh deg2an aja, habis ini udah ga mau2 lagi vaksin apapun kalau bisa menghindar sekuat tenaga 😱 kmaren2 masih sering kalah sm bujukan pekerja/tenaga medis sih 🥲 vaksin ini memang dukungannya kuat bgt dari dunia medis modern Ya Allah kak, turut berduka yaa 😭 serem bgt sih emang kalau habis anak vaksin tuh deg2an aja, habis ini udah ga mau2 lagi vaksin apapun kalau bisa menghindar sekuat tenaga 😱 kmaren2 masih sering kalah sm bujukan pekerja/tenaga medis sih 🥲 vaksin ini memang dukungannya kuat bgt dari dunia medis modern",https://www.threads.com/@farisahamanda.me/post/DVgBGHZEQQ7,https://www.threads.com/@annantsyaa/post/DVfH13wj9hW,threads,True,"Hebat ibu2 yg vaksin anak nya lengkap Niat gue juga anak pertama harus full vaksin eh takdir kena KIPI setelah vaksin sampe meninggal, Trauma ga? Jangan di tanya 😅 8tahun berlalu masih trauma gemeteran kepala kaku kalo anak sakit Hebat ibu2 yg vaksin anak nya lengkap Niat gue juga anak pertama harus full vaksin eh takdir kena KIPI setelah vaksin sampe meninggal, Trauma ga? Jangan di tanya 😅 8tahun berlalu masih trauma gemeteran kepala kaku kalo anak sakit — Balasan: Ya Allah kak, turut berduka yaa 😭 serem bgt sih emang kalau habis anak vaksin tuh deg2an aja, habis ini udah ga mau2 lagi vaksin apapun kalau bisa menghindar sekuat tenaga 😱 kmaren2 masih sering kalah sm bujukan pekerja/tenaga medis sih 🥲 vaksin ini memang dukungannya kuat bgt dari dunia medis modern Ya Allah kak, turut berduka yaa 😭 serem bgt sih emang kalau habis anak vaksin tuh deg2an aja, habis ini udah ga mau2 lagi vaksin apapun kalau bisa menghindar sekuat tenaga 😱 kmaren2 masih sering kalah sm bujukan pekerja/tenaga medis sih 🥲 vaksin ini memang dukungannya kuat bgt dari dunia medis modern",negative,0.9252985119819641,2026-03-02
annantsyaa,2026-03-05 11:20:25+00:00,"Iya kak, aku jg bukan yg antivaksin tapi ini pilihan kita yg penting kita tau harus gmn bangun imun anak yg baik Iya kak, aku jg bukan yg antivaksin tapi ini pilihan kita yg penting kita tau harus gmn bangun imun anak yg baik",https://www.threads.com/@annantsyaa/post/DVgDhMxj5uZ,https://www.threads.com/@annantsyaa/post/DVfH13wj9hW,threads,True,"Hebat ibu2 yg vaksin anak nya lengkap Niat gue juga anak pertama harus full vaksin eh takdir kena KIPI setelah vaksin sampe meninggal, Trauma ga? Jangan di tanya 😅 8tahun berlalu masih trauma gemeteran kepala kaku kalo anak sakit Hebat ibu2 yg vaksin anak nya lengkap Niat gue juga anak pertama harus full vaksin eh takdir kena KIPI setelah vaksin sampe meninggal, Trauma ga? Jangan di tanya 😅 8tahun berlalu masih trauma gemeteran kepala kaku kalo anak sakit — Balasan: Iya kak, aku jg bukan yg antivaksin tapi ini pilihan kita yg penting kita tau harus gmn bangun imun anak yg baik Iya kak, aku jg bukan yg antivaksin tapi ini pilihan kita yg penting kita tau harus gmn bangun imun anak yg baik",negative,0.7576819658279419,2026-03-02
sleepy.dryad,2026-03-05 18:42:11+00:00,"aku sedih bacanya kak. krn aku sebenernya tau bahayanya vaksin dan tau cara bangun imun anak jalur lain, tapi can't afford to do that. Aku tinggalnya di daerah padat banget termasuk di rumahku sering banget orang sakit. Can't leave this place also. aku sedih bacanya kak. krn aku sebenernya tau bahayanya vaksin dan tau cara bangun imun anak jalur lain, tapi can't afford to do that. Aku tinggalnya di daerah padat banget termasuk di rumahku sering banget orang sakit. Can't leave this place also.",https://www.threads.com/@sleepy.dryad/post/DVg2EyMEj0c,https://www.threads.com/@annantsyaa/post/DVfH13wj9hW,threads,True,"Hebat ibu2 yg vaksin anak nya lengkap Niat gue juga anak pertama harus full vaksin eh takdir kena KIPI setelah vaksin sampe meninggal, Trauma ga? Jangan di tanya 😅 8tahun berlalu masih trauma gemeteran kepala kaku kalo anak sakit Hebat ibu2 yg vaksin anak nya lengkap Niat gue juga anak pertama harus full vaksin eh takdir kena KIPI setelah vaksin sampe meninggal, Trauma ga? Jangan di tanya 😅 8tahun berlalu masih trauma gemeteran kepala kaku kalo anak sakit — Balasan: aku sedih bacanya kak. krn aku sebenernya tau bahayanya vaksin dan tau cara bangun imun anak jalur lain, tapi can't afford to do that. Aku tinggalnya di daerah padat banget termasuk di rumahku sering banget orang sakit. Can't leave this place also. aku sedih bacanya kak. krn aku sebenernya tau bahayanya vaksin dan tau cara bangun imun anak jalur lain, tapi can't afford to do that. Aku tinggalnya di daerah padat banget termasuk di rumahku sering banget orang sakit. Can't leave this place also.",negative,0.8297823071479797,2026-03-02
annantsyaa,2026-03-05 19:35:08+00:00,Lingkungan sangar berpengaruh si ya ka Lingkungan sangar berpengaruh si ya ka,https://www.threads.com/@annantsyaa/post/DVg8ImEE3C1,https://www.threads.com/@annantsyaa/post/DVfH13wj9hW,threads,True,"Hebat ibu2 yg vaksin anak nya lengkap Niat gue juga anak pertama harus full vaksin eh takdir kena KIPI setelah vaksin sampe meninggal, Trauma ga? Jangan di tanya 😅 8tahun berlalu masih trauma gemeteran kepala kaku kalo anak sakit Hebat ibu2 yg vaksin anak nya lengkap Niat gue juga anak pertama harus full vaksin eh takdir kena KIPI setelah vaksin sampe meninggal, Trauma ga? Jangan di tanya 😅 8tahun berlalu masih trauma gemeteran kepala kaku kalo anak sakit — Balasan: Lingkungan sangar berpengaruh si ya ka Lingkungan sangar berpengaruh si ya ka",negative,0.7297539114952087,2026-03-02
sleepy.dryad,2026-03-05 23:01:58+00:00,"serumah kami ga ada yg merokok tapi sebrang bengkel motor (ngebul knalpot). tetangga dan orang lewat setidaknya 1 dari 3 merokok. matahari banyak di depan rumah tapi asep dan debunya lebih banyak. malem banyak yg bakar petasan. ga ada lapangan, kebon, tanah, disemen semua, jadi tempat parkir semua. kalo aku belanja ke pasar, lewat gang yg udah kayak lorong gas chamber. anakku jarang kukasih keluar.  Translate serumah kami ga ada yg merokok tapi sebrang bengkel motor (ngebul knalpot). tetangga dan orang lewat setidaknya 1 dari 3 merokok. matahari banyak di depan rumah tapi asep dan debunya lebih banyak. malem banyak yg bakar petasan. ga ada lapangan, kebon, tanah, disemen semua, jadi tempat parkir semua. kalo aku belanja ke pasar, lewat gang yg udah kayak lorong gas chamber. anakku jarang kukasih keluar.",https://www.threads.com/@sleepy.dryad/post/DVhTzg9kgTs,https://www.threads.com/@annantsyaa/post/DVfH13wj9hW,threads,True,"Hebat ibu2 yg vaksin anak nya lengkap Niat gue juga anak pertama harus full vaksin eh takdir kena KIPI setelah vaksin sampe meninggal, Trauma ga? Jangan di tanya 😅 8tahun berlalu masih trauma gemeteran kepala kaku kalo anak sakit Hebat ibu2 yg vaksin anak nya lengkap Niat gue juga anak pertama harus full vaksin eh takdir kena KIPI setelah vaksin sampe meninggal, Trauma ga? Jangan di tanya 😅 8tahun berlalu masih trauma gemeteran kepala kaku kalo anak sakit — Balasan: serumah kami ga ada yg merokok tapi sebrang bengkel motor (ngebul knalpot). tetangga dan orang lewat setidaknya 1 dari 3 merokok. matahari banyak di depan rumah tapi asep dan debunya lebih banyak. malem banyak yg bakar petasan. ga ada lapangan, kebon, tanah, disemen semua, jadi tempat parkir semua. kalo aku belanja ke pasar, lewat gang yg udah kayak lorong gas chamber. anakku jarang kukasih keluar.  Translate serumah kami ga ada yg merokok tapi sebrang bengkel motor (ngebul knalpot). tetangga dan orang lewat setidaknya 1 dari 3 merokok. matahari banyak di depan rumah tapi asep dan debunya lebih banyak. malem banyak yg bakar petasan. ga ada lapangan, kebon, tanah, disemen semua, jadi tempat parkir semua. kalo aku belanja ke pasar, lewat gang yg udah kayak lorong gas chamber. anakku jarang kukasih keluar.",negative,0.880979061126709,2026-03-02
gna.sftr19,2026-03-05 17:17:24+00:00,"Maaf tanya mom kipi tuh apa ya🙏
Sy anak pertama full vaksin lengkap. , DPT demam tinggi sampai semi kejang  panik bgt aku dan kaya trauma gitu. 
Skrg anak kedua aku vaksin baru sampai bcg 🙈 padahal anak ny udh usia 6bln. Sampai skrg blm berani lagi kasih DPT krna trauma pas KK nya tadi ,ditambah banyak cerita yg kayak gini pengalaman ibu lain. Maaf tanya mom kipi tuh apa ya🙏
Sy anak pertama full vaksin lengkap. , DPT demam tinggi sampai semi kejang  panik bgt aku dan kaya trauma gitu. 
Skrg anak kedua aku vaksin baru sampai bcg 🙈 padahal anak ny udh usia 6bln. Sampai skrg blm berani lagi kasih DPT krna trauma pas KK nya tadi ,ditambah banyak cerita yg kayak gini pengalaman ibu lain.",https://www.threads.com/@gna.sftr19/post/DVgsX3EEqDB,https://www.threads.com/@annantsyaa/post/DVfH13wj9hW,threads,True,"Hebat ibu2 yg vaksin anak nya lengkap Niat gue juga anak pertama harus full vaksin eh takdir kena KIPI setelah vaksin sampe meninggal, Trauma ga? Jangan di tanya 😅 8tahun berlalu masih trauma gemeteran kepala kaku kalo anak sakit Hebat ibu2 yg vaksin anak nya lengkap Niat gue juga anak pertama harus full vaksin eh takdir kena KIPI setelah vaksin sampe meninggal, Trauma ga? Jangan di tanya 😅 8tahun berlalu masih trauma gemeteran kepala kaku kalo anak sakit — Balasan: Maaf tanya mom kipi tuh apa ya🙏
Sy anak pertama full vaksin lengkap. , DPT demam tinggi sampai semi kejang  panik bgt aku dan kaya trauma gitu. 
Skrg anak kedua aku vaksin baru sampai bcg 🙈 padahal anak ny udh usia 6bln. Sampai skrg blm berani lagi kasih DPT krna trauma pas KK nya tadi ,ditambah banyak cerita yg kayak gini pengalaman ibu lain. Maaf tanya mom kipi tuh apa ya🙏
Sy anak pertama full vaksin lengkap. , DPT demam tinggi sampai semi kejang  panik bgt aku dan kaya trauma gitu. 
Skrg anak kedua aku vaksin baru sampai bcg 🙈 padahal anak ny udh usia 6bln. Sampai skrg blm berani lagi kasih DPT krna trauma pas KK nya tadi ,ditambah banyak cerita yg kayak gini pengalaman ibu lain.",negative,0.8856258988380432,2026-03-02
cena.bee,2026-03-05 21:39:22+00:00,"Paling kalo ngadu krna kipi nanti d blg sama dokter2 MAAF IBU,INI NAMANYA KOINSIDEN. smpe mati g akan prcaya mereka mah krna kipi. Pdhl udh jelas bgt ank g knp2 eh d picunya sm cucukan bgitu. G smua ank bs nerima vaksin. Ank gw pup ambyar,alergi debu sgala macem agak susah buat ikut vaksin. Emg dokternya peduli? NO! malah blg gw antivak 🤣 udh gtu gw sm ank gw d intimidasi. Wkwkwk. Paling kalo ngadu krna kipi nanti d blg sama dokter2 MAAF IBU,INI NAMANYA KOINSIDEN. smpe mati g akan prcaya mereka mah krna kipi. Pdhl udh jelas bgt ank g knp2 eh d picunya sm cucukan bgitu. G smua ank bs nerima vaksin. Ank gw pup ambyar,alergi debu sgala macem agak susah buat ikut vaksin. Emg dokternya peduli? NO! malah blg gw antivak 🤣 udh gtu gw sm ank gw d intimidasi. Wkwkwk.",https://www.threads.com/@cena.bee/post/DVhKWfJE-nY,https://www.threads.com/@annantsyaa/post/DVfH13wj9hW,threads,True,"Hebat ibu2 yg vaksin anak nya lengkap Niat gue juga anak pertama harus full vaksin eh takdir kena KIPI setelah vaksin sampe meninggal, Trauma ga? Jangan di tanya 😅 8tahun berlalu masih trauma gemeteran kepala kaku kalo anak sakit Hebat ibu2 yg vaksin anak nya lengkap Niat gue juga anak pertama harus full vaksin eh takdir kena KIPI setelah vaksin sampe meninggal, Trauma ga? Jangan di tanya 😅 8tahun berlalu masih trauma gemeteran kepala kaku kalo anak sakit — Balasan: Paling kalo ngadu krna kipi nanti d blg sama dokter2 MAAF IBU,INI NAMANYA KOINSIDEN. smpe mati g akan prcaya mereka mah krna kipi. Pdhl udh jelas bgt ank g knp2 eh d picunya sm cucukan bgitu. G smua ank bs nerima vaksin. Ank gw pup ambyar,alergi debu sgala macem agak susah buat ikut vaksin. Emg dokternya peduli? NO! malah blg gw antivak 🤣 udh gtu gw sm ank gw d intimidasi. Wkwkwk. Paling kalo ngadu krna kipi nanti d blg sama dokter2 MAAF IBU,INI NAMANYA KOINSIDEN. smpe mati g akan prcaya mereka mah krna kipi. Pdhl udh jelas bgt ank g knp2 eh d picunya sm cucukan bgitu. G smua ank bs nerima vaksin. Ank gw pup ambyar,alergi debu sgala macem agak susah buat ikut vaksin. Emg dokternya peduli? NO! malah blg gw antivak 🤣 udh gtu gw sm ank gw d intimidasi. Wkwkwk.",negative,0.9434581398963928,2026-03-02
chintiachoirunnisa99,2026-07-11 12:20:10+00:00,"tp ngga sih Bu ank ak wktu kena KIPI after dpt 1 sampe msk ICU DSA nya membenarkan iya betul anak ku kena KIPI. cm ak salah nya wktu itu imunisasi nya di posyandu gak ada yg bs tgg jwb, mendampingi or melapor. tp saat ini masih trauma blm di lanjut doaisi 2 dan 3 terkahir Mr dan ipv aj tp ngga sih Bu ank ak wktu kena KIPI after dpt 1 sampe msk ICU DSA nya membenarkan iya betul anak ku kena KIPI. cm ak salah nya wktu itu imunisasi nya di posyandu gak ada yg bs tgg jwb, mendampingi or melapor. tp saat ini masih trauma blm di lanjut doaisi 2 dan 3 terkahir Mr dan ipv aj",https://www.threads.com/@chintiachoirunnisa99/post/DapwGyRH5fi,https://www.threads.com/@annantsyaa/post/DVfH13wj9hW,threads,True,"Hebat ibu2 yg vaksin anak nya lengkap Niat gue juga anak pertama harus full vaksin eh takdir kena KIPI setelah vaksin sampe meninggal, Trauma ga? Jangan di tanya 😅 8tahun berlalu masih trauma gemeteran kepala kaku kalo anak sakit Hebat ibu2 yg vaksin anak nya lengkap Niat gue juga anak pertama harus full vaksin eh takdir kena KIPI setelah vaksin sampe meninggal, Trauma ga? Jangan di tanya 😅 8tahun berlalu masih trauma gemeteran kepala kaku kalo anak sakit — Balasan: tp ngga sih Bu ank ak wktu kena KIPI after dpt 1 sampe msk ICU DSA nya membenarkan iya betul anak ku kena KIPI. cm ak salah nya wktu itu imunisasi nya di posyandu gak ada yg bs tgg jwb, mendampingi or melapor. tp saat ini masih trauma blm di lanjut doaisi 2 dan 3 terkahir Mr dan ipv aj tp ngga sih Bu ank ak wktu kena KIPI after dpt 1 sampe msk ICU DSA nya membenarkan iya betul anak ku kena KIPI. cm ak salah nya wktu itu imunisasi nya di posyandu gak ada yg bs tgg jwb, mendampingi or melapor. tp saat ini masih trauma blm di lanjut doaisi 2 dan 3 terkahir Mr dan ipv aj",negative,0.8395064473152161,2026-07-06
sandhiparwata,2026-03-05 07:04:56+00:00,Maaf kalau boleh tau meninggalnya karena gejala KIPI apa? Kalau benar krn KIPI ini masalah serius protokolnya ketat dan akan masuk media pelaporan nasional  Translate Maaf kalau boleh tau meninggalnya karena gejala KIPI apa? Kalau benar krn KIPI ini masalah serius protokolnya ketat dan akan masuk media pelaporan nasional,https://www.threads.com/@sandhiparwata/post/DVfmSC4EaUt,https://www.threads.com/@annantsyaa/post/DVfH13wj9hW,threads,True,"Hebat ibu2 yg vaksin anak nya lengkap Niat gue juga anak pertama harus full vaksin eh takdir kena KIPI setelah vaksin sampe meninggal, Trauma ga? Jangan di tanya 😅 8tahun berlalu masih trauma gemeteran kepala kaku kalo anak sakit Hebat ibu2 yg vaksin anak nya lengkap Niat gue juga anak pertama harus full vaksin eh takdir kena KIPI setelah vaksin sampe meninggal, Trauma ga? Jangan di tanya 😅 8tahun berlalu masih trauma gemeteran kepala kaku kalo anak sakit — Balasan: Maaf kalau boleh tau meninggalnya karena gejala KIPI apa? Kalau benar krn KIPI ini masalah serius protokolnya ketat dan akan masuk media pelaporan nasional  Translate Maaf kalau boleh tau meninggalnya karena gejala KIPI apa? Kalau benar krn KIPI ini masalah serius protokolnya ketat dan akan masuk media pelaporan nasional",negative,0.8778324127197266,2026-03-02
abu_ibib_asma,2026-03-05 11:42:57+00:00,"Nakes yang memvaksin dan menyebabkan penderitaan anak apa bebas dari hisap yaa ?? Nakes yang memvaksin dan menyebabkan penderitaan anak apa bebas dari hisap yaa ?? Semoga anak yang meninggal di terima Allah dan mendapatkan balasan Surga. Semoga anak yang meninggal di terima Allah dan mendapatkan balasan Surga. Semoga orangtuanya di ampuni atas salahnya dalam mengambil keputusan, semoga nakes yang ngeyel BERAT HISAPNYA DI AKHIRAT  Translate Semoga orangtuanya di ampuni atas salahnya dalam mengambil keputusan, semoga nakes yang ngeyel BERAT HISAPNYA DI AKHIRAT",https://www.threads.com/@abu_ibib_asma/post/DVgGGSCj18w,https://www.threads.com/@annantsyaa/post/DVfH13wj9hW,threads,True,"Hebat ibu2 yg vaksin anak nya lengkap Niat gue juga anak pertama harus full vaksin eh takdir kena KIPI setelah vaksin sampe meninggal, Trauma ga? Jangan di tanya 😅 8tahun berlalu masih trauma gemeteran kepala kaku kalo anak sakit Hebat ibu2 yg vaksin anak nya lengkap Niat gue juga anak pertama harus full vaksin eh takdir kena KIPI setelah vaksin sampe meninggal, Trauma ga? Jangan di tanya 😅 8tahun berlalu masih trauma gemeteran kepala kaku kalo anak sakit — Balasan: Nakes yang memvaksin dan menyebabkan penderitaan anak apa bebas dari hisap yaa ?? Nakes yang memvaksin dan menyebabkan penderitaan anak apa bebas dari hisap yaa ?? Semoga anak yang meninggal di terima Allah dan mendapatkan balasan Surga. Semoga anak yang meninggal di terima Allah dan mendapatkan balasan Surga. Semoga orangtuanya di ampuni atas salahnya dalam mengambil keputusan, semoga nakes yang ngeyel BERAT HISAPNYA DI AKHIRAT  Translate Semoga orangtuanya di ampuni atas salahnya dalam mengambil keputusan, semoga nakes yang ngeyel BERAT HISAPNYA DI AKHIRAT",negative,0.9338096380233765,2026-03-02
